22;33;Del Giro;59237240-1;CONDUCCIONES Y MONTAJES SUROESTE AGENCIA EN CHILE;527;19/10/2018;18/10/2018 21:31:48;19/10/2018 09:33:00;;0;124500;23655;148155;0;0;0;0;0;-;0;0;0;0;52;382;;;0;;0;2;0;0;0;;;;80686302;;;;;
23;33;Del Giro;76033420-0;MINDUGAR MONTAJES SPA;528;19/10/2018;19/10/2018 10:43:41;;;0;106960;20322;127282;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;80686302;;;;;
24;33;Del Giro;76033420-0;MINDUGAR MONTAJES SPA;529;19/10/2018;19/10/2018 10:50:04;;;0;470000;89300;559300;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;80686302;;;;;
25;33;Del Giro;76443280-0;CONSTRUCTORA EXCON S.A;530;23/10/2018;23/10/2018 11:53:06;;;0;115800;22002;137802;0;0;0;0;0;-;0;0;0;0;52;384;;;0;;0;2;0;0;0;;;;80686302;;;;;
26;33;Del Giro;59237240-1;CONDUCCIONES Y MONTAJES SUROESTE AGENCIA EN CHILE;531;23/10/2018;23/10/2018 11:55:45;23/10/2018 16:53:25;;0;37800;7182;44982;0;0;0;0;0;-;0;0;0;0;52;383;;;0;;0;2;0;0;0;;;;80686302;;;;;
27;33;Del Giro;59237240-1;CONDUCCIONES Y MONTAJES SUROESTE AGENCIA EN CHILE;532;24/10/2018;24/10/2018 10:34:48;;;0;190000;36100;226100;0;0;0;0;0;-;0;0;0;0;52;386;;;0;;0;2;0;0;0;;;;80686302;;;;;
28;33;Del Giro;59237240-1;CONDUCCIONES Y MONTAJES SUROESTE AGENCIA EN CHILE;533;24/10/2018;24/10/2018 11:58:10;;;0;196850;37402;234252;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;80686302;;;;;
29;33;Del Giro;59237240-1;CONDUCCIONES Y MONTAJES SUROESTE AGENCIA EN CHILE;534;24/10/2018;24/10/2018 12:03:10;;;0;237860;45193;283053;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;80686302;;;;;
30;33;Del Giro;59237240-1;CONDUCCIONES Y MONTAJES SUROESTE AGENCIA EN CHILE;535;24/10/2018;24/10/2018 12:08:05;;;0;85670;16277;101947;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;80686302;;;;;
31;33;Del Giro;76341245-8;SERVICIOS DE ENFIERRADURAS Y CONSTRUCCION VICTOR MANUEL ALARCON CARRIL;536;24/10/2018;24/10/2018 19:56:22;;;0;113040;21478;134518;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;1;0;0;0;;;;80686302;;;;;
32;61;Del Giro;76412909-1;PRODINSA S.A.;30;01/10/2018;01/10/2018 11:17:25;;;0;128590;24432;153022;0;0;0;0;0;-;0;0;0;0;33;500;;;0;;0;0;0;0;0;;;;80686302;;;;;
33;61;Del Giro;76412909-1;PRODINSA S.A.;31;09/10/2018;09/10/2018 11:16:37;;;0;15860;3013;18873;0;0;0;0;0;-;0;0;0;0;33;513;;;0;;0;0;0;0;0;;;;80686302;;;;;
